id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs,name_clean,current_age,birth_decade,selection_decade,age_at_selection,is_male,is_female,is_military,is_veteran,mission_experience_level,total_eva_hrs_has_eva,total_eva_hrs_category,flight_hours_category,nationality_group,year_of_birth_is_outlier,year_of_selection_is_outlier,total_number_of_missions_is_outlier,total_hrs_sum_is_outlier,total_eva_hrs_is_outlier,nationality_encoded,military_civilian_encoded,occupation_encoded,selection_encoded,nationality_group_Canada,nationality_group_France,nationality_group_Germany,nationality_group_Italy,nationality_group_Japan,nationality_group_Other,nationality_group_Russia,nationality_group_USA,nationality_group_nan,mission_experience_level_Single,mission_experience_level_Couple,mission_experience_level_Multiple,mission_experience_level_Veteran,mission_experience_level_nan,flight_hours_category_Short,flight_hours_category_Medium,flight_hours_category_Long,flight_hours_category_Very_Long,flight_hours_category_nan
1002,407,257,"Hobaugh, Charles O.","Hobaugh, Charles O.",male,0.8150346264551939,USA,military,NASA- 16,0.8523654570148533,3,0.01230390418606333,commander,2009,STS-129,STS-129,STS-129,STS-129,259.0,-0.4976333473182242,0,0.0,-0.6709541718905475,"Hobaugh, Charles O.",-0.8150346264551988,1960,1990,0.2389012878909835,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,135.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1003,408,258,"Forrester, Patrick G.","Forrester, Patrick G.",male,0.46509793048703757,USA,military,NASA- 16,0.8523654570148533,1,0.01230390418606333,msp,2001,STS-105,STS-105,STS-105,STS-105,285.0,-0.4790672894627957,2,11.75,0.9189241147712273,"Forrester, Patrick G.",-0.46509793048704257,1950,1990,1.1117966945770648,1,0,1,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,135.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1004,408,258,"Forrester, Patrick G.","Forrester, Patrick G.",male,0.46509793048703757,USA,military,NASA- 16,0.8523654570148533,2,0.01230390418606333,msp,2007,STS-117,STS-117,STS-117,STS-117,332.0,-0.4790672894627957,2,13.75,0.9189241147712273,"Forrester, Patrick G.",-0.46509793048704257,1950,1990,1.1117966945770648,1,0,1,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,135.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1005,408,258,"Forrester, Patrick G.","Forrester, Patrick G.",male,0.46509793048703757,USA,military,NASA- 16,0.8523654570148533,3,0.01230390418606333,msp,2009,STS-128,STS-128,STS-128,STS-128,333.0,-0.4790672894627957,0,0.0,0.9189241147712273,"Forrester, Patrick G.",-0.46509793048704257,1950,1990,1.1117966945770648,1,0,1,1,Multiple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,135.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1006,409,95,"Tyurin, Mikhail",Михаил Владиславович Тюрин,male,0.7275504524631548,Russia,military,NPOE-11,0.6886240973145195,1,0.01230390418606333,flight engineer,2001,3,STS­105,ISS,STS­108,3092.0,2.3266931937939312,3,13.58,0.9201710781333149,"Tyurin, Mikhail",-0.7275504524631597,1960,1990,0.02067743621946318,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,1.0,166.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1007,409,95,"Tyurin, Mikhail",Михаил Владиславович Тюрин,male,0.7275504524631548,Russia,military,NPOE-11,0.6886240973145195,2,0.01230390418606333,flight engineer,2006,14,Soyuz TMA­9,ISS,Soyuz TMA­9,5168.0,2.3266931937939312,2,11.93,0.9201710781333149,"Tyurin, Mikhail",-0.7275504524631597,1960,1990,0.02067743621946318,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,1.0,166.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1008,409,95,"Tyurin, Mikhail",Михаил Владиславович Тюрин,male,0.7275504524631548,Russia,military,NPOE-11,0.6886240973145195,3,0.01230390418606333,commander,2013,38,Soyuz TMA­11M,ISS,Soyuz TMA­11M,4509.0,2.3266931937939312,0,0.0,0.9201710781333149,"Tyurin, Mikhail",-0.7275504524631597,1960,1990,0.02067743621946318,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,0.0,166.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1009,410,96,"Kozeyev, Konstantin",Константин Мирович Козеев,male,1.3399396704074282,Russia,civilian,RKKE-12,0.8523654570148533,1,-1.4160675181414626,flight engineer,2001,Soyuz TM­33/32,Soyuz TM­33,Soyuz TM­33,Soyuz TM­32,235.0,-0.6485448735836472,0,0.0,-0.6709541718905475,"Kozeyev, Konstantin",-1.3399396704074331,1960,1990,-1.0704418221381384,1,0,0,0,Single,0,No_EVA,Medium,Russia,0,0,0,0,0,27.0,0.0,1.0,186.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1010,411,259,"Kelly, Mark E.","Kelly, Mark E.",male,1.077487148431311,USA,military,NASA- 16,0.8523654570148533,1,0.7264896153498263,pilot,2001,STS-108,STS-108,STS-108,STS-108,283.0,-0.39670444011692935,0,0.0,-0.6709541718905475,"Kelly, Mark E.",-1.077487148431316,1960,1990,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,1.0,5.0,135.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1011,411,259,"Kelly, Mark E.","Kelly, Mark E.",male,1.077487148431311,USA,military,NASA- 16,0.8523654570148533,2,0.7264896153498263,pilot,2006,STS-121,STS-121,STS-121,STS-121,307.0,-0.39670444011692935,0,0.0,-0.6709541718905475,"Kelly, Mark E.",-1.077487148431316,1960,1990,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,1.0,5.0,135.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1012,411,259,"Kelly, Mark E.","Kelly, Mark E.",male,1.077487148431311,USA,military,NASA- 16,0.8523654570148533,3,0.7264896153498263,commander,2008,STS-124,STS-124,STS-124,STS-124,330.0,-0.39670444011692935,0,0.0,-0.6709541718905475,"Kelly, Mark E.",-1.077487148431316,1960,1990,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,1.0,0.0,135.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1013,411,259,"Kelly, Mark E.","Kelly, Mark E.",male,1.077487148431311,USA,military,NASA- 16,0.8523654570148533,4,0.7264896153498263,commander,2011,STS-134,STS-134,STS-134,STS-134,377.0,-0.39670444011692935,0,0.0,-0.6709541718905475,"Kelly, Mark E.",-1.077487148431316,1960,1990,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,1.0,0.0,135.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1014,412,260,"Tani, Daniel M.","Tani, Daniel M.",male,0.8150346264551939,USA,civilian,1996 NASA group,0.8523654570148533,1,-0.7018818069776996,msp,2001,STS-108,STS-108,STS-108,STS-108,283.0,0.04620356241732592,1,4.2,1.7718470544391909,"Tani, Daniel M.",-0.8150346264551988,1960,1990,0.2389012878909835,1,0,0,1,Couple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,49.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1015,412,260,"Tani, Daniel M.","Tani, Daniel M.",male,0.8150346264551939,USA,civilian,1996 NASA group,0.8523654570148533,2,-0.7018818069776996,msp,2007,16,STS-120,ISS,STS-122,2880.0,0.04620356241732592,5,34.98,1.7718470544391909,"Tani, Daniel M.",-0.8150346264551988,1960,1990,0.2389012878909835,1,0,0,1,Couple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,49.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1016,413,261,"Carey, Duane G.","Carey, Duane G.",male,0.46509793048703757,USA,military,NASA- 16,0.8523654570148533,1,-1.4160675181414626,pilot,2002,STS-109,STS-109,STS-109,STS-109,262.0,-0.64236884666728,0,0.0,-0.6709541718905475,"Carey, Duane G.",-0.46509793048704257,1950,1990,1.1117966945770648,1,0,1,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,135.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1017,414,262,"Massimino, Michael J.","Massimino, Michael J.",male,0.9025188004472329,USA,civilian,NASA- 16,0.8523654570148533,1,-0.7018818069776996,msp,2002,STS-109,STS-109,STS-109,STS-109,262.0,-0.5816529479275894,2,14.77,1.2456285156381959,"Massimino, Michael J.",-0.9025188004472379,1960,1990,0.02067743621946318,1,0,0,1,Couple,1,Medium,Long,USA,0,0,0,0,0,38.0,0.0,2.0,135.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1018,414,262,"Massimino, Michael J.","Massimino, Michael J.",male,0.9025188004472329,USA,civilian,NASA- 16,0.8523654570148533,2,-0.7018818069776996,msp,2009,STS-125,STS-125,STS-125,STS-125,309.0,-0.5816529479275894,2,15.97,1.2456285156381959,"Massimino, Michael J.",-0.9025188004472379,1960,1990,0.02067743621946318,1,0,0,1,Couple,1,Medium,Long,USA,0,0,0,0,0,38.0,0.0,2.0,135.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1019,415,263,"Frick, Stephen N.","Frick, Stephen N.",male,1.077487148431311,USA,military,NASA- 16,0.8523654570148533,1,-0.7018818069776996,pilot,2002,STS-110,STS-110,STS-110,STS-110,260.0,-0.5704497015612353,0,0.0,-0.6709541718905475,"Frick, Stephen N.",-1.077487148431316,1960,1990,-0.4157702671235775,1,0,1,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,135.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1020,415,263,"Frick, Stephen N.","Frick, Stephen N.",male,1.077487148431311,USA,military,NASA- 16,0.8523654570148533,2,-0.7018818069776996,commander,2008,STS-122,STS-122,STS-122,STS-122,306.0,-0.5704497015612353,0,0.0,-0.6709541718905475,"Frick, Stephen N.",-1.077487148431316,1960,1990,-0.4157702671235775,1,0,1,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,135.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1021,416,264,"Walheim, Rex J.","Walheim, Rex J.",male,0.9025188004472329,USA,military,1996 NASA group,0.8523654570148533,1,0.01230390418606333,msp,2002,STS-110,STS-110,STS-110,STS-110,259.0,-0.4974600767706089,2,34.6,2.866057404671118,"Walheim, Rex J.",-0.9025188004472379,1960,1990,0.02067743621946318,1,0,1,1,Multiple,1,Long,Long,USA,0,0,0,0,1,38.0,1.0,2.0,49.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1022,416,264,"Walheim, Rex J.","Walheim, Rex J.",male,0.9025188004472329,USA,military,1996 NASA group,0.8523654570148533,2,0.01230390418606333,msp,2008,STS-122,STS-122,STS-122,STS-122,306.0,-0.4974600767706089,3,22.13,2.866057404671118,"Walheim, Rex J.",-0.9025188004472379,1960,1990,0.02067743621946318,1,0,1,1,Multiple,1,Long,Long,USA,0,0,0,0,1,38.0,1.0,2.0,49.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1023,416,264,"Walheim, Rex J.","Walheim, Rex J.",male,0.9025188004472329,USA,military,1996 NASA group,0.8523654570148533,3,0.01230390418606333,msp,2011,STS-135,STS-135,STS-135,STS-135,306.5,-0.4974600767706089,0,0.0,2.866057404671118,"Walheim, Rex J.",-0.9025188004472379,1960,1990,0.02067743621946318,1,0,1,1,Multiple,1,Long,Long,USA,0,0,0,0,1,38.0,1.0,2.0,49.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1024,417,265,"Morin, Lee M.","Morin, Lee M.",male,0.027677060526842268,USA,military,NASA- 16,0.8523654570148533,1,-1.4160675181414626,msp,2002,STS-110,STS-110,STS-110,STS-110,259.0,-0.6430809174109042,2,14.12,0.209401961743345,"Morin, Lee M.",-0.02767706052684724,1950,1990,2.2029159529346667,1,0,1,0,Single,1,Medium,Medium,USA,0,0,0,0,0,38.0,1.0,2.0,135.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1025,418,4,"Vittori, Roverto","Vittori, Roverto",male,1.077487148431311,Italy,military,1998 ESA Group,1.0161068167151872,1,0.01230390418606333,flight engineer,2002,Soyuz TMA-34/TM-33,Soyuz TMA-34,Soyuz TMA-34,Soyuz TMA-33,237.0,-0.5024113420079426,0,0.0,-0.6709541718905475,"Vittori, Roverto",-1.077487148431316,1960,1990,0.02067743621946318,1,0,1,1,Multiple,0,No_EVA,Long,Italy,0,0,0,0,0,16.0,1.0,1.0,51.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1026,418,4,"Vittori, Roverto","Vittori, Roverto",male,1.077487148431311,Italy,military,1998 ESA Group,1.0161068167151872,2,0.01230390418606333,flight engineer,2005,Soyuz TMA-6/TMA-5,Soyuz TMA-6,Soyuz TMA-6,Soyuz TMA-5,237.0,-0.5024113420079426,0,0.0,-0.6709541718905475,"Vittori, Roverto",-1.077487148431316,1960,1990,0.02067743621946318,1,0,1,1,Multiple,0,No_EVA,Long,Italy,0,0,0,0,0,16.0,1.0,1.0,51.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1027,418,4,"Vittori, Roverto","Vittori, Roverto",male,1.077487148431311,Italy,military,1998 ESA Group,1.0161068167151872,3,0.01230390418606333,msp,2011,STS-134,STS-134,STS-134,STS-134,377.65,-0.5024113420079426,0,0.0,-0.6709541718905475,"Vittori, Roverto",-1.077487148431316,1960,1990,0.02067743621946318,1,0,1,1,Multiple,0,No_EVA,Long,Italy,0,0,0,0,0,16.0,1.0,2.0,51.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1028,419,1,"Shuttleworth, M. Richard","Shuttleworth, M. Richard",male,1.8648447143596625,Republic of South Africa,civilian,Space Tourist 2,1.261718856265688,1,-1.4160675181414626,other (space tourist),2002,Soyuz TM-34 / Soyuz TM-33,Soyuz TM-34,Soyuz TM-34,Soyuz TM-33,237.0,-0.648302769530815,0,0.0,-0.6709541718905475,"Shuttleworth, M. Richard",-1.8648447143596676,1970,2000,-1.288665673809659,1,0,0,0,Single,0,No_EVA,Medium,Other,0,0,0,0,0,25.0,0.0,4.0,193.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1029,420,266,"Lockhart, Paul S.","Lockhart, Paul S.",male,0.3776137564949985,USA,military,NASA- 16,0.8523654570148533,1,-0.7018818069776996,pilot,2002,STS-111,STS-111,STS-111,STS-111,332.0,-0.5470985283086522,0,0.0,-0.6709541718905475,"Lockhart, Paul S.",-0.3776137564950035,1950,1990,1.3300205462485852,1,0,1,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,135.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1030,420,266,"Lockhart, Paul S.","Lockhart, Paul S.",male,0.3776137564949985,USA,military,NASA- 17,0.8523654570148533,2,-0.7018818069776996,pilot,2002,STS-113,STS-113,STS-113,STS-113,330.0,-0.5470985283086522,0,0.0,-0.6709541718905475,"Lockhart, Paul S.",-0.3776137564950035,1950,1990,1.3300205462485852,1,0,1,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,136.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1031,421,9,"Perrin, Philippe","Perrin, Philippe",male,0.990002974439272,France,military,CNES-3/EAC,0.36114137791385165,1,-1.4160675181414626,msp,2002,STS-111,STS-111,STS-111,STS-111,332.58,-0.6256161956389479,3,19.52,0.546082069507015,"Perrin, Philippe",-0.9900029744392769,1960,1990,-1.5068895254811792,1,0,1,0,Single,1,Medium,Medium,France,0,0,0,0,0,11.0,1.0,2.0,70.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1032,422,267,"Whitson, Peggy A.","Whitson, Peggy A.",female,0.7275504524631548,USA,civilian,1996 NASA group,0.8523654570148533,1,0.01230390418606333,msp,2002,5,STS-111,ISS,STS-113,4438.0,3.088881849923552,1,4.38,3.0892638464848106,"Whitson, Peggy A.",-0.7275504524631597,1960,1990,0.45712513956250383,0,1,0,1,Multiple,1,Long,Very_Long,USA,0,0,0,1,1,38.0,0.0,2.0,49.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1033,422,267,"Whitson, Peggy A.","Whitson, Peggy A.",female,0.7275504524631548,USA,civilian,1996 NASA group,0.8523654570148533,2,0.01230390418606333,flight engineer,2008,16,Soyuz TMA-11,ISS,Soyuz TMA-11,4603.0,3.088881849923552,5,35.35,3.0892638464848106,"Whitson, Peggy A.",-0.7275504524631597,1960,1990,0.45712513956250383,0,1,0,1,Multiple,1,Long,Very_Long,USA,0,0,0,1,1,38.0,0.0,1.0,49.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1034,422,267,"Whitson, Peggy A.","Whitson, Peggy A.",female,0.7275504524631548,USA,civilian,1996 NASA group,0.8523654570148533,3,0.01230390418606333,flight engineer,2016,50,Soyuz MS-03,ISS,Soyuz MS-04,6941.0,3.088881849923552,4,20.58,3.0892638464848106,"Whitson, Peggy A.",-0.7275504524631597,1960,1990,0.45712513956250383,0,1,0,1,Multiple,1,Long,Very_Long,USA,0,0,0,1,1,38.0,0.0,1.0,49.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1035,423,97,"Treshchov, Sergei",Сергей Евгеньевич Трещёв,male,0.5525821044790766,Russia,civilian,NPOE-10,0.5248827376141856,1,-1.4160675181414626,flight engineer,2002,5,STS­111,ISS,STS­113,4438.0,0.3488929676862482,1,5.35,-0.3373914725320967,"Treshchov, Sergei",-0.5525821044790816,1950,1990,0.02067743621946318,1,0,0,0,Single,1,Short,Very_Long,Russia,0,0,0,0,0,27.0,0.0,1.0,165.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1036,424,268,"Magnus, Sandra H.","Magnus, Sandra H.",female,1.077487148431311,USA,civilian,NASA- 16,0.8523654570148533,1,0.01230390418606333,msp,2002,STS-112,STS-112,STS-112,STS-112,260.0,0.19170335103120506,0,0.0,-0.6709541718905475,"Magnus, Sandra H.",-1.077487148431316,1960,1990,-0.4157702671235775,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,135.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1037,424,268,"Magnus, Sandra H.","Magnus, Sandra H.",female,1.077487148431311,USA,civilian,NASA- 16,0.8523654570148533,2,0.01230390418606333,msp,2008,18,STS-126,ISS,STS-119,3210.0,0.19170335103120506,0,0.0,-0.6709541718905475,"Magnus, Sandra H.",-1.077487148431316,1960,1990,-0.4157702671235775,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,135.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1038,424,268,"Magnus, Sandra H.","Magnus, Sandra H.",female,1.077487148431311,USA,civilian,NASA- 16,0.8523654570148533,3,0.01230390418606333,msp,2011,STS-135,STS-135,STS-135,STS-135,306.0,0.19170335103120506,0,0.0,-0.6709541718905475,"Magnus, Sandra H.",-1.077487148431316,1960,1990,-0.4157702671235775,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,135.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1039,425,269,"Sellers, Piers J.","Sellers, Piers J.",male,0.29012958250295945,U.K./U.S.,civilian,NASA-16,0.8523654570148533,1,0.01230390418606333,msp,2002,STS-112,STS-112,STS-112,STS-112,259.0,-0.5054139069768913,3,19.68,1.8959199089669139,"Sellers, Piers J.",-0.29012958250296444,1950,1990,1.5482443979201055,1,0,0,1,Multiple,1,Medium,Long,Other,0,0,0,0,0,35.0,0.0,2.0,152.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1040,425,269,"Sellers, Piers J.","Sellers, Piers J.",male,0.29012958250295945,U.K./U.S.,civilian,NASA-16,0.8523654570148533,2,0.01230390418606333,msp,2006,STS-121,STS-121,STS-121,STS-121,306.0,-0.5054139069768913,3,21.48,1.8959199089669139,"Sellers, Piers J.",-0.29012958250296444,1950,1990,1.5482443979201055,1,0,0,1,Multiple,1,Medium,Long,Other,0,0,0,0,0,35.0,0.0,2.0,152.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1041,425,269,"Sellers, Piers J.","Sellers, Piers J.",male,0.29012958250295945,U.K./U.S.,civilian,NASA-16,0.8523654570148533,3,0.01230390418606333,msp,2010,STS-132,STS-132,STS-132,STS-132,282.5,-0.5054139069768913,0,0.0,1.8959199089669139,"Sellers, Piers J.",-0.29012958250296444,1950,1990,1.5482443979201055,1,0,0,1,Multiple,1,Medium,Long,Other,0,0,0,0,0,35.0,0.0,2.0,152.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1042,426,98,"Yurchikhin, Fyodor",Фёдор Николаевич Юрчихин,male,0.6400662784711157,Russia,civilian,RKKE-14,0.9342361368650203,1,1.4406753265135892,msp,2002,STS­112,STS­112,STS­112,STS­112,259.0,3.1280457408228832,0,0.0,3.034397458552953,"Yurchikhin, Fyodor",-0.6400662784711206,1950,1990,0.8935728429055445,1,0,0,1,Multiple,1,Long,Very_Long,Russia,0,0,0,1,1,27.0,0.0,2.0,187.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1043,426,98,"Yurchikhin, Fyodor",Фёдор Николаевич Юрчихин,male,0.6400662784711157,Russia,civilian,RKKE-14,0.9342361368650203,2,1.4406753265135892,flight engineer,2007,15,Soyuz TMA­10,ISS,Soyuz TMA­10,4721.0,3.1280457408228832,3,18.73,3.034397458552953,"Yurchikhin, Fyodor",-0.6400662784711206,1950,1990,0.8935728429055445,1,0,0,1,Multiple,1,Long,Very_Long,Russia,0,0,0,1,1,27.0,0.0,1.0,187.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1044,426,98,"Yurchikhin, Fyodor",Фёдор Николаевич Юрчихин,male,0.6400662784711157,Russia,civilian,RKKE-14,0.9342361368650203,3,1.4406753265135892,commander,2010,24,Soyuz TMA­19,ISS,Soyuz TMA­19,3919.0,3.1280457408228832,2,13.17,3.034397458552953,"Yurchikhin, Fyodor",-0.6400662784711206,1950,1990,0.8935728429055445,1,0,0,1,Multiple,1,Long,Very_Long,Russia,0,0,0,1,1,27.0,0.0,0.0,187.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1045,426,98,"Yurchikhin, Fyodor",Фёдор Николаевич Юрчихин,male,0.6400662784711157,Russia,civilian,RKKE-14,0.9342361368650203,4,1.4406753265135892,commander,2013,36,Soyuz TMA­09M,ISS,Soyuz TMA­09M,3990.0,3.1280457408228832,2,20.03,3.034397458552953,"Yurchikhin, Fyodor",-0.6400662784711206,1950,1990,0.8935728429055445,1,0,0,1,Multiple,1,Long,Very_Long,Russia,0,0,0,1,1,27.0,0.0,0.0,187.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1046,426,98,"Yurchikhin, Fyodor",Фёдор Николаевич Юрчихин,male,0.6400662784711157,Russia,civilian,RKKE-14,0.9342361368650203,5,1.4406753265135892,commander,2017,51,Soyuz MS-04,ISS,Soyuz MS-04,3258.0,3.1280457408228832,1,7.5,3.034397458552953,"Yurchikhin, Fyodor",-0.6400662784711206,1950,1990,0.8935728429055445,1,0,0,1,Multiple,1,Long,Very_Long,Russia,0,0,0,1,1,27.0,0.0,0.0,187.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1047,427,2,"De Winne, Frank","De Winne, Frank",male,0.8150346264551939,Belgium,military,EAC,1.0161068167151872,1,-0.7018818069776996,commander,2002,Soyuz TMA-1/TM-34,Soyuz TMA-1,Soyuz TMA-1,Soyuz TMA-34,261.0,0.4275364341812508,0,0.0,-0.6709541718905475,"De Winne, Frank",-0.8150346264551988,1960,1990,0.6753489912340241,1,0,1,1,Couple,0,No_EVA,Very_Long,Other,0,0,0,0,0,3.0,1.0,0.0,79.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1048,427,2,"De Winne, Frank","De Winne, Frank",male,0.8150346264551939,Belgium,military,EAC,1.0161068167151872,2,-0.7018818069776996,commander,2009,20,Soyuz TMA-15,ISS,Soyuz TMA-15,4508.6,0.4275364341812508,0,0.0,-0.6709541718905475,"De Winne, Frank",-0.8150346264551988,1960,1990,0.6753489912340241,1,0,1,1,Couple,0,No_EVA,Very_Long,Other,0,0,0,0,0,3.0,1.0,0.0,79.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1049,428,270,"Herrington, John B.","Herrington, John B.",male,0.5525821044790766,USA,military,NASA- 16,0.8523654570148533,1,-1.4160675181414626,msp,2002,STS-113,STS-113,STS-113,STS-113,330.0,-0.6262285764784646,3,19.92,0.5710213367487684,"Herrington, John B.",-0.5525821044790816,1950,1990,0.8935728429055445,1,0,1,0,Single,1,Medium,Medium,USA,0,0,0,0,0,38.0,1.0,2.0,135.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1050,429,271,"Pettit, Donald R.","Pettit, Donald R.",male,0.29012958250295945,USA,civilian,NASA-16,0.8523654570148533,1,0.01230390418606333,flight engineer,2002,6,STS-113,ISS,Soyuz TMA-1,3865.0,1.401392865991458,2,13.28,0.157029500535663,"Pettit, Donald R.",-0.29012958250296444,1950,1990,1.5482443979201055,1,0,0,1,Multiple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,1.0,152.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1051,429,271,"Pettit, Donald R.","Pettit, Donald R.",male,0.29012958250295945,USA,civilian,NASA-16,0.8523654570148533,2,0.01230390418606333,msp,2008,STS-126,STS-126,STS-126,STS-126,380.5,1.401392865991458,0,0.0,0.157029500535663,"Pettit, Donald R.",-0.29012958250296444,1950,1990,1.5482443979201055,1,0,0,1,Multiple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,152.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
